日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA20,MA60,RSI14,DIF,DEA,MACD
2024-01-02,149.38470006263378,150.0,151.3508293105252,147.785896793114,199487,13367873,4.211163092235077,2.109934636152115,1.0900403918277766,0.713029330003377,,,,,0.0,0.0,0.0
2024-01-03,143.96896367536525,143.56438597332544,147.07999291578744,140.7162635000932,68501,14305197,3.505141539946146,1.4447061013440816,2.8524366303031528,2.720522242080547,,,,,-0.5133823155181858,-0.10267646310363716,-0.8214117048290973
2024-01-04,144.38280248796076,144.78834984871557,146.34040269099503,143.80054457596182,171111,16320520,4.097077615689118,0.3018138355809068,0.082033083066082,2.2426442859756994,,,,,-0.8121162727674971,-0.24456442503640918,-1.1351036954621758
2024-01-05,145.80055048778726,145.61736285019956,146.00075069027383,144.70525101676472,134342,8072759,2.05628633042982,0.6554983689701959,4.514965790204066,2.1038992035063586,,,,,-0.9707801163883971,-0.38980756330680677,-1.1619451061631807
2024-01-08,143.70840685524388,144.75640124955393,145.91739293470852,143.64460612852872,195549,9288783,3.60654393906548,0.3774722441506215,4.968238587851893,1.2660181835696735,145.7452999843589,,,,-1.1527070717965842,-0.5423874650047623,-1.2206392135836437
2024-01-09,144.5272390313814,144.20544145434508,145.00662611950068,141.09856723083396,130423,14737344,4.608481984940651,2.8367400316410496,3.997539062213303,0.6965806054579572,144.5863882752279,,,,-1.3260573815285568,-0.6991214483095212,-1.2538718664380712
2024-01-10,146.0575002808813,145.3692661426699,146.54310534947393,144.47722066055127,58003,10835119,2.8051853406436185,-2.6112710217937942,3.971434771319821,0.5312307239529902,144.9473643090968,,,,-1.3539206703521245,-0.8300812927180419,-1.0476787552681652
2024-01-11,144.79817267062938,146.0146180713146,149.02785198270468,143.21678522352562,187759,18619016,2.0747716292644465,-2.799540672881728,-3.960195715421596,0.6310599387455974,145.1926179536166,,,,-1.3088405214718364,-0.9258331384688008,-0.7660147660060712
2024-01-12,147.99019615868792,148.2735341102756,148.46145117022633,147.88519500571203,110746,9867529,2.8207565418298,0.4693702007041702,3.3194278141852624,2.309129779476596,145.7238522056318,,,,-1.0784073245519608,-0.9563479756854328,-0.24411869773305583
2024-01-15,147.32281887711468,146.95661673189196,149.25807355078845,145.01643590897874,102284,8294754,3.8716086178444074,-0.9945313546041588,-2.6956372892381437,0.7227659630607282,146.16389530209943,,,,-0.9906321910578697,-0.9632048187599203,-0.0548547445958989
2024-01-16,147.28913386612416,146.78304090333225,148.19022345306516,146.01656442057478,177547,10021130,3.1401580291188385,-1.5081519611388068,-0.5088354700831124,2.3924114403381957,146.67941519189685,,,,-0.9244197486777068,-0.9554478047434776,0.062056112131541497
2024-01-17,145.35901781966402,146.14690062973466,146.1761198909513,144.28215756056005,124549,10560584,4.639668692176114,0.6583365631191125,-0.8802899265682518,1.4846315845621922,146.83494208930983,,,,-0.9127554381691141,-0.946909331428605,0.06830778651898184
2024-01-18,144.9741778637633,145.6674763453914,145.79288851730882,142.7909028782478,102474,17696241,4.563771368402688,2.2725581944104967,-3.5555698688427784,1.9277184448735,146.76551374412517,,,,-0.9314596342348409,-0.9438193919898522,0.024719515510022605
